No;Kecamatan;Nama Sekolah;Alamat;Kepala Sekolah;Media Sosial;Nomor Telepon;Email;NPSN;Akreditasi;Jumlah Siswa;Guru;Pendidik;Kelas;Lab;Perpus;Gmaps
89;Banyumas;SD NEGERI 2 KARANGRAU;Jl Raya Banyumas Buntu Km 5 KARANGRAU Kec. Banyumas Kab. Banyumas Jawa Tengah;Abror;(-);(-);sdn_duakarangrau@yahoo.com;20302682;B;154;6;2;6;0;1;https://maps.app.goo.gl/3adb1JRtktzHzrxY7
90;Banyumas;SD NEGERI 2 SUDAGARAN;Jl Sekolahan No. 521 Alun-alun Banyumas SUDAGARAN Kec. Banyumas Kab. Banyumas Jawa Tengah;Juwarni;https://www.instagram.com/km2_sdn2sudagaran/;281796510;sdn2sudagaranbanyumas@ymail.com;20301686;B;168;9;3;0;0;0;https://maps.app.goo.gl/9dw2GpsdoDayyzqy8
91;Banyumas;SD NEGERI 3 KARANGRAU;Jl Raya Banyumas-Buntu KM 4 Karangrau Kec. Banyumas Kab. Banyumas Jawa Tengah;Ardi Waluyo;https://www.instagram.com/km6.sdn3karangrau/;(-);esdeen3karangrau@gmail.com;20301768;B;132;7;2;8;0;1;https://maps.app.goo.gl/cc5EAR25V3YWwvPJ9
92;Banyumas;SD NEGERI DANARAJA;Jl Raya Banyumas Banjarnegara Danaraja Kec. Banyumas Kab. Banyumas Jawa Tengah;Mursiti;(-);(-);sdnegeridanaraja@gmail.com;20301625;A;83;7;2;6;1;2;https://maps.app.goo.gl/ac8ZyGo5QWAxyCU4A
93;Banyumas;SD NEGERI DAWUHAN;Jl Pesarehan Adipati Mrapat No.55 Dawuhan Kec. Banyumas Kab. Banyumas Jawa Tengah;Endang Purwanti;(-);(-);sdndawuhan.upkbanyumas@gmail.com;20302364;A;210;11;4;0;0;0;https://maps.app.goo.gl/13vDMGDd2DvbzG776
94;Banyumas;SD NEGERI 1 BINANGUN;Jl Binangun Binangun Kec. Banyumas Kab. Banyumas Jawa Tengah;Darino;(-);(-);esden1binangun@gmail.com;20302318;A;157;8;1;6;1;1;
95;Banyumas;SD NEGERI 1 KEDUNGGEDE;Jl. Rumah Sakit No.101 Rt 04 RW 01 Kedunggede Kec. Banyumas Kab. Banyumas Jawa Tengah;Suwarno;https://www.instagram.com/sdn1kedunggede_bms/;2817611499;esdeensatukedunggede@yahoo.com;20302351;A;179;8;2;0;0;0;
96;Banyumas;SD NEGERI 1 PAPRINGAN;Jl Raya Serayu No 465 Papringan Kec. Banyumas Kab. Banyumas Jawa Tengah;Kasno;(-);(-);sdnegripapringan1@gmail.com;20302740;A;97;6;2;0;0;0;https://maps.app.goo.gl/7oFSEFT7tybKVLWy7
97;Banyumas;SD NEGERI 1 PASINGGANGAN;Jalan Raya Pasinggangan Pasinggangan Kec. Banyumas Kab. Banyumas Jawa Tengah;Sri Gamawati;(-);(-);pasinggangan_satu_bms@yahoo.com;20302742;B;123;8;2;6;0;1;https://maps.app.goo.gl/HqubEsifFssCvkL19
98;Banyumas;SD NEGERI 2 BINANGUN;Jalan Raya Binangun BINANGUN Kec. Banyumas Kab. Banyumas Jawa Tengah;Endah Winarti;(-);(-);binabudi2020@gmail.com;20302582;A;158;7;3;0;0;0;https://maps.app.goo.gl/GAmVZZzfySkVLPcL7
99;Banyumas;SD NEGERI 2 KEJAWAR;Jl Masjid Kejawar KEJAWAR Kec. Banyumas Kab. Banyumas Jawa Tengah;Untung Mursidi;https://www.instagram.com/kejawarsdnegeri2/;2816443274;sdn2_kejawar@yahoo.co.id;20302686;A;117;7;2;6;0;1;https://maps.app.goo.gl/t8VmZrucZz88i28q6
100;Banyumas;SD NEGERI 2 PAPRINGAN;Jalan Jaya Sirayu Papringan Kec. Banyumas Kab. Banyumas Jawa Tengah;Pramudjiani;https://www.instagram.com/sdn2papringan/;(-);sdn2papringanbms@gmail.com;20302645;A;168;7;3;0;0;0;https://maps.app.goo.gl/zDVwz7zDjoDWQMse7
101;Banyumas;SD NEGERI 2 PASINGGANGAN;Jl Kaligolong Banjat PASINGGANGAN Kec. Banyumas Kab. Banyumas Jawa Tengah;(-);(-);(-);sdn2pasinggangan@yahoo.com;20302647;B;76;8;2;6;0;1;https://maps.app.goo.gl/b9ky8vF5GxQtEjNQ8
102;Banyumas;SD NEGERI 3 BINANGUN;Binangun BINANGUN Kec. Banyumas Kab. Banyumas Jawa Tengah;Budi Setiyono;(-);(-);binangun3.jwr@gmail.com;20301808;A;62;5;2;6;0;0;https://maps.app.goo.gl/scm3orL2Am1eSmtV8
103;Banyumas;SD NEGERI 3 KEJAWAR;Grumbul Karangbajing Rt 01 Rw 04 Kejawar Kec. Banyumas Kab. Banyumas Jawa Tengah;Siti Aisah;(-);(-);sdntigakejawar@gmail.com;20301804;A;93;8;3;0;0;0;https://maps.app.goo.gl/7XUPgAbAjTk38e3j6
104;Banyumas;SD NEGERI 3 PASINGGANGAN;Jl Lapangan No. 1 Pasinggangan Pasinggangan Kec. Banyumas Kab. Banyumas Jawa Tengah;Juwarni;(-);(-);sdn3pasinggangan@yahoo.com;20301565;B;162;8;2;6;0;1;https://maps.app.goo.gl/UGNDDv5W4nUSrKFy6
105;Banyumas;SD NEGERI 3 SUDAGARAN;Jl Pramuka No 32 Sudagaran Kec. Banyumas Kab. Banyumas Jawa Tengah;Suwito;(-);281796735;sdn3_sudagaran@gmail.com;20301584;A;110;8;3;6;0;1;https://maps.app.goo.gl/uAeyWg2CVcdHRjVr7
106;Banyumas;SD NEGERI 4 KARANGRAU;Jl Surabakti KM.2 KARANGRAU Kec. Banyumas Kab. Banyumas Jawa Tengah;Marsini;https://www.instagram.com/rauempat/;(-);sdnkarangrau@gmail.com;20301537;A;94;6;3;6;0;1;
107;Banyumas;SD NEGERI 4 PASINGGANGAN;Karangjati Pasinggangan PASINGGANGAN Kec. Banyumas Kab. Banyumas Jawa Tengah;Triyana;(-);(-);sdn4pasinggangan@ymail.com;20301655;B;173;6;3;0;0;0;https://maps.app.goo.gl/KGAquKEVXvqZu5YP6
108;Banyumas;SD NEGERI 5 KARANGRAU;Jl Surabakti No 11 Karangrau Kec. Banyumas Kab. Banyumas Jawa Tengah;(-);(-);(-);sdnkarangrau5@yahoo.com;20301661;A;107;7;1;6;0;1;https://maps.app.goo.gl/HV9dqzBmwhgJb4uL9
109;Banyumas;SD NEGERI 5 PASINGGANGAN;Pasinggangan Rt 2 Rw 07 PASINGGANGAN Kec. Banyumas Kab. Banyumas Jawa Tengah;Winarni;(-);(-);sdnlimapasinggangan@yahoo.co.id;20301597;A;170;8;2;7;0;1;https://maps.app.goo.gl/uXa5bxWrRQ588rfa9
110;Banyumas;SD NEGERI CURUG;Curug Binangun Binangun Kec. Banyumas Kab. Banyumas Jawa Tengah;Krisbijantoro;(-);2817609147;(-);20301623;B;136;7;3;6;0;1;https://maps.app.goo.gl/zbWZbeggYF29az5G9
111;Banyumas;SD NEGERI KALIBATUR;Kalibatur PASINGGANGAN Kec. Banyumas Kab. Banyumas Jawa Tengah;Suparti;(-);(-);sdnkalibaturbms@gmail.com;20302068;A;130;8;2;0;0;0;https://maps.app.goo.gl/rnAQeiLxpqwsa4bcA
112;Banyumas;SD NEGERI KALISUBE;Jl Raya Sirayu No 66 Kalisube Kalisube Kec. Banyumas Kab. Banyumas Jawa Tengah;Siti Aisah;(-);281796162;sdnkalisube66@gmail.com;20302079;A;253;14;2;0;0;0;https://maps.app.goo.gl/5VVRrLjKdL1ks2i37
113;Banyumas;SD NEGERI KEDUNGUTER;Jl Karang Sawah No 524 KEDUNGUTER Kec. Banyumas Kab. Banyumas Jawa Tengah;Endang Astuti;(-);(-);emihermiati773@gmail.com;20302036;A;112;5;3;0;0;0;https://maps.app.goo.gl/DtLYV1RzhcFEQvfK6
114;Banyumas;SD NEGERI MAJINGKLAK;Jl Jaya Sirayu Papringan PAPRINGAN Kec. Banyumas Kab. Banyumas Jawa Tengah;Abidin Basuki;(-);(-);sdnmajingklak@yahoo.com;20302025;A;149;8;2;0;0;0;https://maps.app.goo.gl/3ieiEFXmc46wuzGt6
115;Banyumas;SD NEGERI PAKUNDEN;Jl Jaya Sirayu No 59 PAKUNDEN Kec. Banyumas Kab. Banyumas Jawa Tengah;Mokhamad Zain;(-);281796719;sdn.pakunden@gmail.com;20302052;B;185;8;3;0;0;0;https://maps.app.goo.gl/a5qhrmx8HEuK8okD6
116;Banyumas;SDN 2 KEDUNGGEDE;Balai Desa No. 11 Kedunggede Kec. Banyumas Kab. Banyumas Jawa Tengah;Poniyah;https://www.instagram.com/sdnegeri2kedunggede/;(-);sdn2kedunggede@yahoo.co.id;20302699;A;124;7;1;6;0;1;
117;Purwokerto Timur;SD AL IRSYAD AL ISLAMIYYAH 02 PURWOKERTO;Jl. Jatiwinangun Gg. Arjuna No. 6 Purwokerto Purwokerto Lor Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Basuki Dwi Sulistyo;https://www.instagram.com/sdalirsyad02pwt/;281633178;sd.alirsyad02.pwt@gmail.com;20302200;A;952;56;5;0;0;0;https://maps.app.goo.gl/G2G5mHQ6DmGU8hft8
118;Purwokerto Timur;SD ISLAM TERPADU BINA ANAK SHOLEH (BIAS) PURWOKERTO;Jl. Jatiwinangun Gg.Sadewa No. 10a Purwokerto Lor Purwokerto Lor Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Ryan Puspa Wulandari;https://www.instagram.com/bias.purwokerto/;(-);biaspurwokerto@gmail.com;70000194;B;39;5;2;0;0;0;https://maps.app.goo.gl/tUMzVwPkrCq2Pik86
119;Purwokerto Timur;SD NEGERI 3 PURWOKERTO WETAN;Jl. Supriyadi No. 27B Purwokerto Purwokerto Wetan Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Slamet Suroso;(-);(-);sd3purwokertowetan@gmail.com;20301588;B;;;;;;;https://maps.app.goo.gl/2vG3Tu4D1uXQJ3Ut9
120;Purwokerto Timur;SD KRISTEN 1 PURWOKERTO;Jl. Jend. Gatot Subroto No. 91 Purwokerto Lor Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Harsini Tri Handayani;https://www.instagram.com/sdkristen1/;281637537;sdkristen1purwokerto@yahoo.co.id;20302189;A;355;15;4;0;0;0;https://maps.app.goo.gl/VSTjUSEdVJ49P69z8
121;Purwokerto Timur;SD KRISTEN 2 PURWOKERTO;Jl. Kauman Lama No. 57 Purwokerto Lor Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Yoseph Heru Supeno;https://www.instagram.com/sdkristen2_pwt/;281636258;sdk2purwokerto@gmail.com;20302190;A;119;8;2;0;0;0;https://maps.app.goo.gl/brF87QNsBXg18PuL7
122;Purwokerto Timur;SD NEGERI 1 PURWOKERTO LOR;Jl. Prof. Dr. Suharso 1140 Purwokerto Lor Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Purwati;(-);281633501;sdn1pwtlor@gmail.com;20302840;A;152;7;3;0;0;0;https://maps.app.goo.gl/1ykGhAHBsMTQtG4y5
123;Purwokerto Timur;SD NEGERI 1 PURWOKERTO WETAN;Jl. Jend. Soedirman 152 A Purwokerto Wetan Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Emi Harjati;(-);281632617;sdnpwtwetan01@gmail.com;20302832;A;302;15;4;12;2;1;https://maps.app.goo.gl/jXLpWmjjT7ceZdAH6
124;Purwokerto Timur;SD NEGERI 2 PURWOKERTO LOR;Jl. Overste Isdiman Gg. II No. 11 Purwokerto Lor Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Sri Rahayu Puji Astuti;(-);281631210;(-);20301743;A;275;13;4;19;0;1;https://maps.app.goo.gl/eqUbTSBMwNwmb4fc7
125;Purwokerto Timur;SD NEGERI 2 PURWOKERTO WETAN;Jl. Kaliputih No. 442 Purwokerto Wetan Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Suryani;https://www.instagram.com/sdn_2pwtwetan/;281635412;sd2pwtwetan@ymail.com;20301744;A;185;10;3;0;0;0;https://maps.app.goo.gl/VZQqFk3i557mrnGE6
126;Purwokerto Timur;SD KARITAS;Jl. Komisaris Bb. Suprapto Gg. I Purwokerto Lor Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Maryatun;https://www.instagram.com/sdkaritaspurwokerto/;281626936;sdskaritaspurwokerto@gmail.com;20302202;A;62;9;1;6;1;1;https://maps.app.goo.gl/xg86ehpxQb4DfqNC6
127;Purwokerto Timur;SD SANTA MARIA PURWOKERTO;Jl. Jend. Gatot Subroto No. 44 Sokanegara Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Antonius Adiyono,s. Pd. Sd;https://www.instagram.com/sdsantamariapwt/;28163753;sdsantamaria@ymail.com;20302187;A;272;14;3;13;3;1;https://maps.app.goo.gl/BnXRZ8NcbjXDQwx27
128;Purwokerto Timur;SD SANTO YOSEP;Jl. Komisaris Bb. Suprapto Gg. II Purwokerto Lor Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;F. X. Sigit Rudhihartono;https://www.instagram.com/sdsantoyoseppwt/;281630727;sdyosep2014@gmail.com;20302188;A;166;13;3;0;0;0;https://maps.app.goo.gl/q1rJUKLqNrNZBXkB8
129;Purwokerto Timur;SD ISLAM TERPADU HARAPAN BUNDA 2 PURWOKERTO;jL. Dr. Angka No. 56 Kelurahan Sokanegara Sokanegara Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Shanti Nurhayati;https://www.instagram.com/sditharbun2pwt/;(-);sditharbun2purwokerto@gmail.com;69987354;;306;19;2;0;0;0;https://maps.app.goo.gl/hcCQxKSqPnsDYeg76
130;Purwokerto Timur;SD MULIA BAKTI;Jl. Dr. Suparno No. 902 Purwokerto Arcawinangun Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Rebikem;https://www.instagram.com/sdmuliabaktipurwokerto/;641426;muliabakti26@gmail.com;69888825;B;51;7;3;6;1;1;https://maps.app.goo.gl/GbexPLxUrsKKDR4x5
131;Purwokerto Timur;SD NEGERI 1 ARCAWINANGUN;Jl. Balai Kelurahan Arcawinangun Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Kurniasih;https://www.instagram.com/ardjipurwokertotimur/;281628357;sdnegerisatuarca@gmail.come;20302216;A;376;13;2;0;0;0;https://maps.app.goo.gl/bzDg5ckWJe4koUw6A
132;Purwokerto Timur;SD NEGERI 1 KRANJI;Jl. Adhyaksa No. 80 Kranji Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Siti Marimah;(-);281630077;sdnsatukranji@yahoo.com;20302773;A;765;31;7;0;0;0;https://maps.app.goo.gl/m3ERipJFA128qfP58
133;Purwokerto Timur;SD NEGERI 1 MERSI;Jl. Adipati No. 45 Mersi Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Siti Marimah;https://www.instagram.com/satumersi/;633701;sdn01mersi@gmail.com;20302724;A;211;8;2;0;0;0;https://maps.app.goo.gl/zMA9soVEpMUBb3KY6
134;Purwokerto Timur;SD NEGERI 1 SOKANEGARA;Jl. Gereja No. 13 Sokanegara Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Tri Rudiyati;https://www.instagram.com/sdn1sokanegara/;630639;sdn1skn@gmail.com;20302857;A;598;23;7;18;2;2;https://maps.app.goo.gl/QK5b8po6VLLq3TcL6
135;Purwokerto Timur;SD NEGERI 2 MERSI;Jl. Terrwoeh Mersi Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Slamet Suroso;(-);281624558;sdnegeri2mersi@gmail.com;20302640;B;98;8;2;0;0;0;https://maps.app.goo.gl/LCw6XaayFWX2FyjeA
136;Purwokerto Timur;SD NEGERI 3 ARCAWINANGUN;Jl. Inpres No. 10 Arcawinangun Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Sri Sunarsih;https://www.instagram.com/arcapat_/;281627367;sdn3.arcawinangun@gmail.com;20301807;A;190;9;3;0;0;0;https://maps.app.goo.gl/RxYcVnW1j8sMm3hy5
137;Purwokerto Timur;SD NEGERI 3 SOKANEGARA;Jl. Gereja No. 5 Sokanegara Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Suharto;https://www.instagram.com/sdn3sokanegara/;281626540;sd3sokanegara@gmail.com;20301580;A;320;13;5;12;1;2;https://maps.app.goo.gl/QqstKnbTAMyek7mi6
138;Purwokerto Timur;SD NEGERI 4 KRANJI;Jl. Kolonel Sugiono No. 47 Kranji Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Widhiastuti;https://www.instagram.com/sdn4kranji_/;640431;sdnegeri4kranji@gmail.com;20301649;A;535;24;6;0;0;0;https://maps.app.goo.gl/ECL7PBFdb16EQR3u5
139;Purwokerto Timur;SD NEGERI 4 SOKANEGARA;Jl. Dr. Angka Gg. I No. 44 Sokanegara Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Tjahjaning Pratiwi;https://www.instagram.com/sdn4sokanegara/;281628410;sdsoka4@gmail.com;20301644;B;107;8;2;6;1;1;https://maps.app.goo.gl/BYK5JUPs2aSTdqBe9
140;Purwokerto Timur;SD NEGERI 5 ARCAWINANGUN;Jl. Masjid Baru Rt 03 Rw 07 Arcawinangun Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;(-);https://www.instagram.com/sdn5arcawinangun/;2816571761;sdnlimaarca@gmail.com;20301676;B;93;11;2;0;0;0;https://maps.app.goo.gl/k77hinWgCtRHmruH9
141;Purwokerto Timur;SD NEGERI 7 SOKANEGARA;JL. JENDRAL SUTOYO GANG VI Sokanegara Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Endang Tri Wibowo;https://www.instagram.com/km6_sdn7sokanegara/;281628046;sdnsoka7@gmail.com;20301629;A;65;8;4;6;0;2;https://maps.app.goo.gl/BE3hPZZUvjdmbU66A
142;Purwokerto Timur;SD NEGERI 8 KRANJI;Jl. Kalibener Gg. 2 No. 14 Kranji Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Budhy Lestari Praptiningsih;(-);281641508;kranji8@gmail.com;20301632;A;69;8;2;0;0;0;https://maps.app.goo.gl/LaaqMHz58cukzssGA
143;Purwokerto Timur;SD BRUDERAN;Jl. Jend. Gatot Subroto No. 63 Sokanegara Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Agatha Retnawinanti;https://www.instagram.com/sdbruderan/;281628405;sdbruderan@gmail.com;20301619;A;62;8;1;0;0;0;https://maps.app.goo.gl/FZD1wwzbFgYEdzs29
144;Purwokerto Timur;SDN 3 MERSI;Jl. Pertiwi Mersi Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Pantja Priyo Nugroho;(-);281643753;sdn3mersi@gmail.com;20301566;A;126;8;2;0;0;0;https://maps.app.goo.gl/shfGP4pmqKdacrrr8
145;Purwokerto Timur;SDN 4 ARCAWINANGUN;Jl. Nyi Meleng Arcawinangun Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Rochma Idawati;https://www.instagram.com/arcapat_/;281630580;sdnempatarcawinangun@yahoo.co.id;20301515;B;181;9;3;0;0;0;
146;Purwokerto Timur;SDS AL-IRSYAD 01;Jl. Ragasemangsang No. 27-24 Sokanegara Kec. Purwokerto Timur Kab. Banyumas Jawa Tengah;Alfian Nur Aziz;https://www.instagram.com/sdalirsyad01pwt/;2816288522;sdalirsyad01pwt@gmail.com;20355396;A;1000;63;9;0;0;0;https://maps.app.goo.gl/mA6ac31bwsMGXt6k8
147;Purwokerto Barat;SD TERPADU PUTRA HARAPAN PURWOKERTO BARAT;Jl. Pasiraja No.22 Bantarsoka Kec. Purwokerto Barat Kab. Banyumas Jawa Tengah;Yayuk Rofingah Alghozali;https://www.instagram.com/sditputraharapan/;281633237;sd.putraharapan@yahoo.com;20302186;A;506;34;3;0;0;0;https://maps.app.goo.gl/QUW3d3zPsP5HU3Z96
148;Purwokerto Barat;SD KRISTEN 3 PURWOKERTO BARAT;Jl.Balai Kelurahan Bantarsoka Bantarsoka Kec. Purwokerto Barat Kab. Banyumas Jawa Tengah;Nur Sabatwati;(-);281625141;kristen3pwt@gmail.com;20302191;B;22;3;2;0;0;0;https://maps.app.goo.gl/oU7Lp3LuGWYpZRA79
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
